avgGenomicDist	contactProbability	standardError	noOfLocusPairs	totalOfContactCounts
90000	9.20e-05	0.00e+00	385	118973
180000	6.12e-05	0.00e+00	384	78902
270000	5.64e-05	0.00e+00	383	72488
359999	5.74e-05	0.00e+00	382	73680
450000	5.43e-05	0.00e+00	381	69433
540000	4.83e-05	0.00e+00	380	61630
630000	4.31e-05	0.00e+00	379	54895
719999	4.22e-05	0.00e+00	378	53532
810000	4.18e-05	0.00e+00	377	52873
900000	4.04e-05	0.00e+00	376	51020
990000	3.91e-05	0.00e+00	375	49222
1080000	3.72e-05	0.00e+00	374	46788
1170000	3.60e-05	0.00e+00	373	45116
1260000	3.56e-05	0.00e+00	372	44437
1350000	3.33e-05	0.00e+00	371	41519
1440000	3.21e-05	0.00e+00	370	39944
1530000	3.11e-05	0.00e+00	369	38565
1620000	3.01e-05	0.00e+00	368	37233
1709999	2.98e-05	0.00e+00	367	36674
1800000	3.00e-05	0.00e+00	366	36869
1889999	2.96e-05	0.00e+00	365	36283
1980000	2.77e-05	0.00e+00	364	33896
2069999	2.65e-05	0.00e+00	363	32293
2160000	2.59e-05	0.00e+00	362	31504
2250000	2.54e-05	0.00e+00	361	30831
2340000	2.45e-05	0.00e+00	360	29573
2474937	2.27e-05	0.00e+00	717	54723
2654936	2.14e-05	0.00e+00	713	51158
2834936	2.02e-05	0.00e+00	709	48138
3014936	1.97e-05	0.00e+00	705	46586
3194935	1.88e-05	0.00e+00	701	44310
3374935	1.82e-05	0.00e+00	697	42655
3554935	1.75e-05	0.00e+00	693	40837
3734934	1.67e-05	0.00e+00	689	38675
3914934	1.60e-05	0.00e+00	685	36897
4094933	1.54e-05	0.00e+00	681	35182
4274933	1.49e-05	0.00e+00	677	33814
4454933	1.43e-05	0.00e+00	673	32351
4634932	1.38e-05	0.00e+00	669	30906
4814932	1.33e-05	0.00e+00	665	29734
4994931	1.29e-05	0.00e+00	661	28595
5174931	1.26e-05	0.00e+00	657	27758
5354931	1.23e-05	0.00e+00	653	27016
5534930	1.20e-05	0.00e+00	649	26252
5714930	1.18e-05	0.00e+00	645	25593
5894929	1.15e-05	0.00e+00	641	24854
6119811	1.13e-05	0.00e+00	954	36290
6389809	1.10e-05	0.00e+00	945	34967
6659807	1.08e-05	0.00e+00	936	33958
6929805	1.06e-05	0.00e+00	927	32881
7199803	1.05e-05	0.00e+00	918	32252
7469801	1.02e-05	0.00e+00	909	31263
7739800	1.00e-05	0.00e+00	900	30326
8009797	9.83e-06	0.00e+00	891	29412
8279795	9.68e-06	0.00e+00	882	28665
8549793	9.53e-06	0.00e+00	873	27948
8819791	9.42e-06	0.00e+00	864	27322
9089789	9.30e-06	0.00e+00	855	26716
9359787	9.21e-06	0.00e+00	846	26176
9629784	9.06e-06	0.00e+00	837	25480
9899782	8.91e-06	0.00e+00	828	24789
10169780	8.86e-06	0.00e+00	819	24362
10439777	8.80e-06	0.00e+00	810	23934
10709775	8.73e-06	0.00e+00	801	23482
10979772	8.62e-06	0.00e+00	792	22938
11294568	8.54e-06	0.00e+00	1042	29872
11654561	8.40e-06	0.00e+00	1026	28955
12014554	8.29e-06	0.00e+00	1010	28123
12374547	8.23e-06	0.00e+00	994	27491
12734539	8.21e-06	0.00e+00	978	26956
13094532	8.14e-06	0.00e+00	962	26305
13454524	8.03e-06	0.00e+00	946	25519
13814516	7.80e-06	0.00e+00	930	24379
14174507	7.56e-06	0.00e+00	914	23194
14534498	7.41e-06	0.00e+00	898	22364
14894489	7.28e-06	0.00e+00	882	21574
15299166	7.15e-06	0.00e+00	1080	25941
15749146	6.98e-06	0.00e+00	1055	24736
16199126	6.79e-06	0.00e+00	1030	23498
16649104	6.65e-06	0.00e+00	1005	22435
17099081	6.45e-06	0.00e+00	980	21223
17593622	6.24e-06	0.00e+00	1143	23949
18133577	6.01e-06	0.00e+00	1107	22360
18673529	5.88e-06	0.00e+00	1071	21149
19213478	5.84e-06	0.00e+00	1035	20314
19797831	5.86e-06	0.00e+00	1162	22884
20427735	5.78e-06	0.00e+00	1113	21601
21057631	5.71e-06	0.00e+00	1064	20401
21731730	5.68e-06	0.00e+00	1156	22042
22451538	5.79e-06	0.00e+00	1092	21246
23171322	5.90e-06	0.00e+00	1028	20356
23891078	6.00e-06	0.00e+00	964	19413
24654642	6.04e-06	0.00e+00	1008	20458
25464174	6.12e-06	0.00e+00	927	19068
26317058	6.26e-06	0.00e+00	935	19656
27259156	6.22e-06	0.00e+00	913	19075
28332253	6.35e-06	0.00e+00	923	19680
29539565	6.85e-06	0.00e+00	805	18518
31057499	6.63e-06	0.00e+00	840	18704
44088655	-5.03e-07	0.00e+00	-10591	17885
