avgGenomicDist	contactProbability	standardError	noOfLocusPairs	totalOfContactCounts
120000	1.66e-04	0.00e+00	287	179875
240000	1.00e-04	0.00e+00	286	108058
360000	9.92e-05	0.00e+00	285	106513
480000	9.19e-05	0.00e+00	284	98290
600000	8.16e-05	0.00e+00	283	86964
720000	7.20e-05	0.00e+00	282	76430
840000	6.99e-05	0.00e+00	281	73944
960000	6.74e-05	0.00e+00	280	71066
1080000	6.10e-05	0.00e+00	279	64061
1200000	5.80e-05	0.00e+00	278	60687
1320000	5.61e-05	0.00e+00	277	58560
1440000	5.62e-05	0.00e+00	276	58376
1560000	5.59e-05	0.00e+00	275	57881
1680000	5.57e-05	0.00e+00	274	57474
1800000	5.40e-05	0.00e+00	273	55463
1920000	5.27e-05	0.00e+00	272	53928
2040000	5.00e-05	0.00e+00	271	51072
2160000	4.88e-05	0.00e+00	270	49655
2280000	4.82e-05	0.00e+00	269	48787
2400000	4.53e-05	0.00e+00	268	45689
2520000	4.39e-05	0.00e+00	267	44134
2640000	4.27e-05	0.00e+00	266	42820
2760000	4.09e-05	0.00e+00	265	40802
2880000	3.87e-05	0.00e+00	264	38429
3000000	3.69e-05	0.00e+00	263	36594
3120000	3.63e-05	0.00e+00	262	35859
3240000	3.54e-05	0.00e+00	261	34756
3360000	3.45e-05	0.00e+00	260	33755
3480000	3.36e-05	0.00e+00	259	32757
3600000	3.23e-05	0.00e+00	258	31416
3720000	3.14e-05	0.00e+00	257	30423
3840000	3.05e-05	0.00e+00	256	29438
3960000	2.97e-05	0.00e+00	255	28477
4080000	2.94e-05	0.00e+00	254	28141
4200000	2.91e-05	0.00e+00	253	27719
4379880	2.83e-05	0.00e+00	503	53689
4619879	2.69e-05	0.00e+00	499	50502
4859878	2.57e-05	0.00e+00	495	47902
5099877	2.48e-05	0.00e+00	491	45865
5339876	2.38e-05	0.00e+00	487	43716
5579875	2.31e-05	0.00e+00	483	41948
5819874	2.24e-05	0.00e+00	479	40360
6059873	2.16e-05	0.00e+00	475	38708
6299872	2.09e-05	0.00e+00	471	37040
6539871	2.03e-05	0.00e+00	467	35618
6779870	1.97e-05	0.00e+00	463	34353
7019869	1.92e-05	0.00e+00	459	33143
7259868	1.87e-05	0.00e+00	455	32034
7499866	1.82e-05	0.00e+00	451	30885
7739865	1.78e-05	0.00e+00	447	30037
7979864	1.75e-05	0.00e+00	443	29272
8219863	1.73e-05	0.00e+00	439	28597
8459862	1.71e-05	0.00e+00	435	28062
8699860	1.69e-05	0.00e+00	431	27469
8939859	1.65e-05	0.00e+00	427	26586
9179858	1.62e-05	0.00e+00	423	25757
9419856	1.59e-05	0.00e+00	419	25036
9659855	1.57e-05	0.00e+00	415	24579
9899854	1.56e-05	0.00e+00	411	24070
10139852	1.54e-05	0.00e+00	407	23549
10439601	1.50e-05	0.00e+00	603	34090
10799595	1.46e-05	0.00e+00	594	32694
11159589	1.43e-05	0.00e+00	585	31455
11519583	1.41e-05	0.00e+00	576	30498
11879576	1.40e-05	0.00e+00	567	29829
12239569	1.41e-05	0.00e+00	558	29530
12599562	1.41e-05	0.00e+00	549	29110
12959555	1.41e-05	0.00e+00	540	28580
13319548	1.40e-05	0.00e+00	531	27938
13679540	1.37e-05	0.00e+00	522	26960
14039532	1.35e-05	0.00e+00	513	26026
14399523	1.33e-05	0.00e+00	504	25243
14759515	1.32e-05	0.00e+00	495	24561
15119506	1.30e-05	0.00e+00	486	23860
15479496	1.29e-05	0.00e+00	477	23126
15839487	1.27e-05	0.00e+00	468	22342
16199477	1.24e-05	0.00e+00	459	21441
16559466	1.22e-05	0.00e+00	450	20676
16978976	1.20e-05	0.00e+00	586	26399
17458947	1.19e-05	0.00e+00	570	25617
17938916	1.18e-05	0.00e+00	554	24590
18418884	1.18e-05	0.00e+00	538	23812
18898850	1.16e-05	0.00e+00	522	22804
19378814	1.15e-05	0.00e+00	506	21833
19858775	1.14e-05	0.00e+00	490	21033
20338734	1.14e-05	0.00e+00	474	20290
20818689	1.12e-05	0.00e+00	458	19302
21298642	1.10e-05	0.00e+00	442	18235
21837735	1.06e-05	0.00e+00	530	21236
22437623	1.05e-05	0.00e+00	505	19913
23037500	1.02e-05	0.00e+00	480	18484
23696132	1.01e-05	0.00e+00	543	20624
24415857	9.70e-06	0.00e+00	507	18512
25193846	9.38e-06	0.00e+00	546	19283
26033239	9.28e-06	0.00e+00	497	17367
26930078	8.96e-06	0.00e+00	508	17146
28001834	8.51e-06	0.00e+00	545	17466
29307126	8.21e-06	0.00e+00	522	16134
30933559	8.61e-06	0.00e+00	472	15312
43966153	-6.64e-07	0.00e+00	-6097	15246
